SEASON_ID,TEAM_NAME,TER,W_PCT
2008-09,Grizzlies,0.332907136,0.293
2008-09,Hawks,0.380942381,0.573
2008-09,Heat,0.374002457,0.524
2008-09,Hornets,0.355666331,0.427
2008-09,Jazz,0.396263665,0.585
2008-09,Kings,0.329127267,0.207
2008-09,Knicks,0.354713274,0.39
2008-09,Lakers,0.405510151,0.793
2008-09,Magic,0.384042613,0.72
2008-09,Mavericks,0.390854141,0.61
2008-09,Nets,0.36481085,0.415
2008-09,Nuggets,0.383903287,0.659
2008-09,Pacers,0.365004902,0.439
2008-09,Pelicans,0.375607183,0.598
2008-09,Pistons,0.371861885,0.476
2008-09,Raptors,0.366728167,0.402
2008-09,Rockets,0.371646108,0.646
2008-09,Spurs,0.3810832,0.659
2008-09,Suns,0.411792181,0.561
2008-09,Thunder,0.341241066,0.28
2008-09,Timberwolves,0.346997798,0.293
2008-09,TrailBlazers,0.402481836,0.659
2008-09,Warriors,0.376515527,0.354
2008-09,Wizards,0.355875598,0.232
2009-10,76ers,0.370062919,0.329
2009-10,Bucks,0.354537252,0.561
2009-10,Bulls,0.355397983,0.5
2009-10,Cavaliers,0.40610794,0.744
2009-10,Celtics,0.395516503,0.61
2009-10,Clippers,0.356379631,0.354
2009-10,Grizzlies,0.370974613,0.488
2009-10,Hawks,0.405312335,0.646
2009-10,Heat,0.37052797,0.573
2009-10,Hornets,0.365824836,0.537
2009-10,Jazz,0.419967887,0.646
2009-10,Kings,0.355185939,0.305
2009-10,Knicks,0.37628818,0.354
2009-10,Lakers,0.384380954,0.695
2009-10,Magic,0.391159986,0.72
2009-10,Mavericks,0.388158778,0.671
2009-10,Nets,0.335726424,0.146
2009-10,Nuggets,0.392140502,0.646
2009-10,Pacers,0.346639031,0.39
2009-10,Pelicans,0.385980653,0.451
2009-10,Pistons,0.356856001,0.329
2009-10,Raptors,0.388197362,0.488
2009-10,Rockets,0.354558214,0.512
2009-10,Spurs,0.39624691,0.61
2009-10,Suns,0.412431458,0.659
2009-10,Thunder,0.383540485,0.61
2009-10,Timberwolves,0.332573211,0.183
2009-10,TrailBlazers,0.39775964,0.61
2009-10,Warriors,0.374941156,0.317
2009-10,Wizards,0.339104286,0.317
2010-11,76ers,0.379615256,0.5
2010-11,Bucks,0.339961745,0.427
2010-11,Bulls,0.380609634,0.756
2010-11,Cavaliers,0.344103318,0.232
2010-11,Celtics,0.376013173,0.683
2010-11,Clippers,0.361945758,0.39
2010-11,Grizzlies,0.383486119,0.561
2010-11,Hawks,0.377944838,0.537
2010-11,Heat,0.395312148,0.707
2010-11,Hornets,0.339378253,0.415
2010-11,Jazz,0.364818212,0.476
2010-11,Kings,0.342083477,0.293
2010-11,Knicks,0.389690895,0.512
2010-11,Lakers,0.398216068,0.695
2010-11,Magic,0.384204246,0.634
2010-11,Mavericks,0.387928184,0.695
2010-11,Nets,0.36451997,0.293
2010-11,Nuggets,0.383983889,0.61
2010-11,Pacers,0.347843978,0.451
2010-11,Pelicans,0.372852708,0.561
2010-11,Pistons,0.374039993,0.366
2010-11,Raptors,0.361942001,0.268
2010-11,Rockets,0.395797714,0.524
2010-11,Spurs,0.404164846,0.744
2010-11,Suns,0.37904471,0.488
2010-11,Thunder,0.398121353,0.671
2010-11,Timberwolves,0.347049476,0.207
2010-11,TrailBlazers,0.394420288,0.585
2010-11,Warriors,0.375472116,0.439
2010-11,Wizards,0.331125938,0.28
2011-12,76ers,0.377769815,0.53
2011-12,Bucks,0.378710266,0.47
2011-12,Bulls,0.392353322,0.758
2011-12,Cavaliers,0.324088517,0.318
2011-12,Celtics,0.360792402,0.591
2011-12,Clippers,0.383335252,0.606
2011-12,Grizzlies,0.365252852,0.621
2011-12,Hawks,0.372800387,0.606
2011-12,Heat,0.375201227,0.697
2011-12,Hornets,0.304173344,0.106
2011-12,Jazz,0.379478486,0.545
2011-12,Kings,0.353378303,0.333
2011-12,Knicks,0.360138331,0.545
2011-12,Lakers,0.391840301,0.621
2011-12,Magic,0.362786285,0.561
2011-12,Mavericks,0.360928276,0.545
2011-12,Nets,0.354661719,0.333
2011-12,Nuggets,0.393429226,0.576
2011-12,Pacers,0.361309415,0.636
2011-12,Pelicans,0.350551894,0.318
2011-12,Pistons,0.329588171,0.379
2011-12,Raptors,0.342616179,0.348
2011-12,Rockets,0.363957088,0.515
2011-12,Spurs,0.404911917,0.758
2011-12,Suns,0.373059891,0.5
2011-12,Thunder,0.374174775,0.712
2011-12,Timberwolves,0.345020459,0.394
2011-12,TrailBlazers,0.348411126,0.424
2011-12,Warriors,0.353387083,0.348
2011-12,Wizards,0.340897178,0.303
2012-13,76ers,0.360411626,0.415
2012-13,Bucks,0.371761386,0.463
2012-13,Bulls,0.3624713,0.549
2012-13,Cavaliers,0.347667011,0.293
2012-13,Celtics,0.368999645,0.506
2012-13,Clippers,0.412038051,0.683
2012-13,Grizzlies,0.378234389,0.683
2012-13,Hawks,0.374881762,0.537
2012-13,Heat,0.41907937,0.805
2012-13,Hornets,0.339776194,0.256
2012-13,Jazz,0.382494544,0.524
2012-13,Kings,0.366370389,0.341
2012-13,Knicks,0.39276009,0.659
2012-13,Lakers,0.384263528,0.549
2012-13,Magic,0.345223756,0.244
2012-13,Mavericks,0.385060363,0.5
2012-13,Nets,0.379981543,0.598
2012-13,Nuggets,0.413083858,0.695
2012-13,Pacers,0.362251595,0.605
2012-13,Pelicans,0.36416547,0.329
2012-13,Pistons,0.377470205,0.354
2012-13,Raptors,0.343396286,0.415
2012-13,Rockets,0.386869615,0.549
2012-13,Spurs,0.412633112,0.707
2012-13,Suns,0.344682968,0.305
2012-13,Thunder,0.406351507,0.732
2012-13,Timberwolves,0.366980421,0.378
2012-13,TrailBlazers,0.362456446,0.402
2012-13,Warriors,0.370140788,0.573
2012-13,Wizards,0.335766897,0.354
2013-14,76ers,0.328077274,0.232
2013-14,Bucks,0.360442711,0.183
2013-14,Bulls,0.361445861,0.585
2013-14,Cavaliers,0.369676934,0.402
2013-14,Celtics,0.336251843,0.305
2013-14,Clippers,0.410948265,0.695
2013-14,Grizzlies,0.387678452,0.61
2013-14,Hawks,0.380508101,0.463
2013-14,Heat,0.409863507,0.659
2013-14,Hornets,0.359790179,0.524
2013-14,Jazz,0.352430766,0.305
2013-14,Kings,0.357137007,0.341
2013-14,Knicks,0.376655587,0.451
2013-14,Lakers,0.367724495,0.329
2013-14,Magic,0.348922806,0.28
2013-14,Mavericks,0.409957478,0.598
2013-14,Nets,0.37018314,0.537
2013-14,Nuggets,0.364083122,0.439
2013-14,Pacers,0.363760884,0.683
2013-14,Pelicans,0.395716812,0.415
2013-14,Pistons,0.375470605,0.354
2013-14,Raptors,0.370863871,0.585
2013-14,Rockets,0.401086837,0.659
2013-14,Spurs,0.415594556,0.756
2013-14,Suns,0.378090543,0.585
2013-14,Thunder,0.394548316,0.72
2013-14,Timberwolves,0.393417564,0.488
2013-14,TrailBlazers,0.393087044,0.659
2013-14,Warriors,0.393512507,0.622
2013-14,Wizards,0.38432602,0.537
2014-15,76ers,0.310845728,0.22
2014-15,Bucks,0.359640087,0.5
2014-15,Bulls,0.382093294,0.61
2014-15,Cavaliers,0.385643992,0.646
2014-15,Celtics,0.367894758,0.488
2014-15,Clippers,0.424017567,0.683
2014-15,Grizzlies,0.386415136,0.671
2014-15,Hawks,0.405444044,0.732
2014-15,Heat,0.384955479,0.451
2014-15,Hornets,0.351125977,0.402
2014-15,Jazz,0.372782238,0.463
2014-15,Kings,0.36148215,0.354
2014-15,Knicks,0.327243393,0.207
2014-15,Lakers,0.353429616,0.256
2014-15,Magic,0.347052508,0.305
2014-15,Mavericks,0.403131323,0.61
2014-15,Nets,0.363566361,0.463
2014-15,Nuggets,0.365568812,0.366
2014-15,Pacers,0.352601501,0.463
2014-15,Pelicans,0.395173132,0.549
2014-15,Pistons,0.365630325,0.39
2014-15,Raptors,0.390289626,0.598
2014-15,Rockets,0.37472577,0.683
2014-15,Spurs,0.40590463,0.671
2014-15,Suns,0.36443502,0.476
2014-15,Thunder,0.377443504,0.549
2014-15,Timberwolves,0.33942396,0.195
2014-15,TrailBlazers,0.375739063,0.622
2014-15,Warriors,0.428180828,0.817
2014-15,Wizards,0.367953217,0.561
2015-16,76ers,0.345552476,0.122
2015-16,Bucks,0.380978189,0.402
2015-16,Bulls,0.369885856,0.512
2015-16,Cavaliers,0.399178084,0.695
2015-16,Celtics,0.379901986,0.585
2015-16,Clippers,0.399142897,0.646
2015-16,Grizzlies,0.359802798,0.512
2015-16,Hawks,0.383499566,0.585
2015-16,Heat,0.382283908,0.585
2015-16,Hornets,0.384368172,0.585
2015-16,Jazz,0.370238878,0.488
2015-16,Kings,0.382714896,0.402
2015-16,Knicks,0.358552834,0.39
2015-16,Lakers,0.329483931,0.207
2015-16,Magic,0.379525075,0.427
2015-16,Mavericks,0.376380709,0.512
2015-16,Nets,0.371903828,0.256
2015-16,Nuggets,0.372060371,0.402
2015-16,Pacers,0.369426455,0.549
2015-16,Pelicans,0.364926758,0.366
2015-16,Pistons,0.368090162,0.537
2015-16,Raptors,0.392076221,0.683
2015-16,Rockets,0.39663684,0.5
2015-16,Spurs,0.425846423,0.817
2015-16,Suns,0.337612194,0.28
2015-16,Thunder,0.408518564,0.671
2015-16,Timberwolves,0.385975351,0.354
2015-16,TrailBlazers,0.379823656,0.537
2015-16,Warriors,0.440864215,0.89
2015-16,Wizards,0.380751111,0.5
